"","x"
"1",0
"2",0.0188679245283019
"3",0.0566037735849056
"4",0.0754716981132075
"5",0.0943396226415094
"6",0.113207547169811
"7",0.113207547169811
"8",0.132075471698113
"9",0.150943396226415
"10",0.169811320754717
"11",0.188679245283019
"12",0.207547169811321
"13",0.226415094339623
"14",0.245283018867924
"15",0.264150943396226
"16",0.283018867924528
"17",0.30188679245283
"18",0.320754716981132
"19",0.320754716981132
"20",0.339622641509434
"21",0.358490566037736
"22",0.358490566037736
"23",0.358490566037736
"24",0.377358490566038
"25",0.39622641509434
"26",0.415094339622642
"27",0.433962264150943
"28",0.452830188679245
"29",0.452830188679245
"30",0.471698113207547
"31",0.490566037735849
"32",0.509433962264151
"33",0.528301886792453
"34",0.547169811320755
"35",0.547169811320755
"36",0.566037735849057
"37",0.584905660377358
"38",0.584905660377358
"39",0.584905660377358
"40",0.584905660377358
"41",0.60377358490566
"42",0.60377358490566
"43",0.60377358490566
"44",0.622641509433962
"45",0.622641509433962
"46",0.622641509433962
"47",0.641509433962264
"48",0.641509433962264
"49",0.660377358490566
"50",0.660377358490566
"51",0.660377358490566
"52",0.679245283018868
"53",0.69811320754717
"54",0.69811320754717
"55",0.716981132075472
"56",0.716981132075472
"57",0.716981132075472
"58",0.735849056603774
"59",0.735849056603774
"60",0.735849056603774
"61",0.735849056603774
"62",0.754716981132076
"63",0.773584905660377
"64",0.773584905660377
"65",0.773584905660377
"66",0.773584905660377
"67",0.773584905660377
"68",0.773584905660377
"69",0.773584905660377
"70",0.792452830188679
"71",0.792452830188679
"72",0.792452830188679
"73",0.792452830188679
"74",0.811320754716981
"75",0.811320754716981
"76",0.811320754716981
"77",0.830188679245283
"78",0.830188679245283
"79",0.830188679245283
"80",0.849056603773585
"81",0.849056603773585
"82",0.849056603773585
"83",0.867924528301887
"84",0.867924528301887
"85",0.886792452830189
"86",0.886792452830189
"87",0.886792452830189
"88",0.886792452830189
"89",0.905660377358491
"90",0.905660377358491
"91",0.924528301886792
"92",0.924528301886792
"93",0.943396226415094
"94",0.943396226415094
"95",0.962264150943396
"96",0.962264150943396
"97",0.962264150943396
"98",0.962264150943396
"99",0.981132075471698
"100",0.981132075471698
"101",0.981132075471698
"102",1
