"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0.0188679245283019
"8",0.0188679245283019
"9",0.0188679245283019
"10",0.0188679245283019
"11",0.0188679245283019
"12",0.0188679245283019
"13",0.0188679245283019
"14",0.0188679245283019
"15",0.0188679245283019
"16",0.0188679245283019
"17",0.0188679245283019
"18",0.0188679245283019
"19",0.0377358490566038
"20",0.0377358490566038
"21",0.0377358490566038
"22",0.0566037735849056
"23",0.0754716981132075
"24",0.0754716981132075
"25",0.0943396226415094
"26",0.0943396226415094
"27",0.0943396226415094
"28",0.0943396226415094
"29",0.113207547169811
"30",0.113207547169811
"31",0.113207547169811
"32",0.113207547169811
"33",0.113207547169811
"34",0.113207547169811
"35",0.132075471698113
"36",0.132075471698113
"37",0.132075471698113
"38",0.150943396226415
"39",0.169811320754717
"40",0.188679245283019
"41",0.188679245283019
"42",0.207547169811321
"43",0.226415094339623
"44",0.226415094339623
"45",0.245283018867924
"46",0.264150943396226
"47",0.264150943396226
"48",0.283018867924528
"49",0.283018867924528
"50",0.320754716981132
"51",0.339622641509434
"52",0.339622641509434
"53",0.339622641509434
"54",0.358490566037736
"55",0.358490566037736
"56",0.377358490566038
"57",0.39622641509434
"58",0.39622641509434
"59",0.415094339622642
"60",0.433962264150943
"61",0.452830188679245
"62",0.452830188679245
"63",0.452830188679245
"64",0.471698113207547
"65",0.490566037735849
"66",0.509433962264151
"67",0.528301886792453
"68",0.547169811320755
"69",0.566037735849057
"70",0.566037735849057
"71",0.584905660377358
"72",0.60377358490566
"73",0.622641509433962
"74",0.622641509433962
"75",0.641509433962264
"76",0.660377358490566
"77",0.660377358490566
"78",0.679245283018868
"79",0.69811320754717
"80",0.69811320754717
"81",0.716981132075472
"82",0.754716981132076
"83",0.754716981132076
"84",0.773584905660377
"85",0.773584905660377
"86",0.811320754716981
"87",0.830188679245283
"88",0.849056603773585
"89",0.849056603773585
"90",0.867924528301887
"91",0.867924528301887
"92",0.886792452830189
"93",0.886792452830189
"94",0.905660377358491
"95",0.905660377358491
"96",0.924528301886792
"97",0.943396226415094
"98",0.962264150943396
"99",0.962264150943396
"100",0.981132075471698
"101",1
"102",1
