"","x"
"1",0
"2",0.0188679245283019
"3",0.0377358490566038
"4",0.113207547169811
"5",0.188679245283019
"6",0.30188679245283
"7",0.509433962264151
"8",0.716981132075472
"9",0.924528301886792
"10",0.981132075471698
"11",1
