"","x"
"1",0
"2",0.226415094339623
"3",0.377358490566038
"4",0.509433962264151
"5",0.547169811320755
"6",0.660377358490566
"7",0.773584905660377
"8",0.849056603773585
"9",0.943396226415094
"10",1
"11",1
